Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency
NBIX,NEUROCRINE BIOSCIENCES INC,Health Care,Equity,"3,662,193.60",0.02,"3,662,193.60","26,084.00",140.4,United States,NASDAQ,USD
HEI,HEICO CORP,Industrials,Equity,"3,623,828.76",0.02,"3,623,828.76","11,244.00",322.29,United States,New York Stock Exchange Inc.,USD
INCY,INCYTE CORP,Health Care,Equity,"3,618,042.24",0.02,"3,618,042.24","42,346.00",85.44,United States,NASDAQ,USD
LECO,LINCOLN ELECTRIC HOLDINGS INC,Industrials,Equity,"3,614,807.68",0.02,"3,614,807.68","14,816.00",243.98,United States,NASDAQ,USD
AVY,AVERY DENNISON CORP,Materials,Equity,"3,588,138.46",0.02,"3,588,138.46","21,482.00",167.03,United States,New York Stock Exchange Inc.,USD
FOXA,FOX CORP CLASS A,Communication,Equity,"3,551,486.43",0.02,"3,551,486.43","58,403.00",60.81,United States,NASDAQ,USD
REG,REGENCY CENTERS REIT CORP,Real Estate,Equity,"3,522,714.84",0.02,"3,522,714.84","47,889.00",73.56,United States,NASDAQ,USD
COO,COOPER INC,Health Care,Equity,"3,515,464.00",0.02,"3,515,464.00","51,698.00",68,United States,NASDAQ,USD
BAH,BOOZ ALLEN HAMILTON HOLDING CORP C,Industrials,Equity,"3,510,967.20",0.02,"3,510,967.20","34,021.00",103.2,United States,New York Stock Exchange Inc.,USD
Z,ZILLOW GROUP INC CLASS C,Real Estate,Equity,"3,508,369.20",0.02,"3,508,369.20","41,916.00",83.7,United States,NASDAQ,USD
RL,RALPH LAUREN CORP CLASS A,Consumer Discretionary,Equity,"3,488,797.75",0.02,"3,488,797.75","10,877.00",320.75,United States,New York Stock Exchange Inc.,USD
OC,OWENS CORNING,Industrials,Equity,"3,473,808.00",0.02,"3,473,808.00","22,800.00",152.36,United States,New York Stock Exchange Inc.,USD
TKO,TKO GROUP HOLDINGS INC CLASS A,Communication,Equity,"3,461,356.80",0.02,"3,461,356.80","18,210.00",190.08,United States,New York Stock Exchange Inc.,USD
NLY,ANNALY CAPITAL MANAGEMENT REIT INC,Financials,Equity,"3,453,098.20",0.02,"3,453,098.20","158,399.00",21.8,United States,New York Stock Exchange Inc.,USD
RGA,REINSURANCE GROUP OF AMERICA INC,Financials,Equity,"3,450,316.58",0.02,"3,450,316.58","17,462.00",197.59,United States,New York Stock Exchange Inc.,USD
MANH,MANHATTAN ASSOCIATES INC,Information Technology,Equity,"3,439,185.68",0.02,"3,439,185.68","16,388.00",209.86,United States,NASDAQ,USD
BLD,TOPBUILD CORP,Consumer Discretionary,Equity,"3,436,648.26",0.02,"3,436,648.26","8,003.00",429.42,United States,New York Stock Exchange Inc.,USD
APG,API GROUP CORP,Industrials,Equity,"3,418,022.04",0.02,"3,418,022.04","97,602.00",35.02,United States,New York Stock Exchange Inc.,USD
UDR,UDR REIT INC,Real Estate,Equity,"3,400,903.74",0.02,"3,400,903.74","87,607.00",38.82,United States,New York Stock Exchange Inc.,USD
FN,FABRINET,Information Technology,Equity,"3,396,698.64",0.02,"3,396,698.64","9,379.00",362.16,United States,New York Stock Exchange Inc.,USD
VIK,VIKING HOLDINGS LTD,Consumer Discretionary,Equity,"3,397,207.23",0.02,"3,397,207.23","53,847.00",63.09,United States,New York Stock Exchange Inc.,USD
COOP,MR COOPER GROUP INC,Financials,Equity,"3,388,247.03",0.02,"3,388,247.03","16,723.00",202.61,United States,NASDAQ,USD
DOC,HEALTHPEAK PROPERTIES INC,Real Estate,Equity,"3,364,128.00",0.02,"3,364,128.00","186,896.00",18,United States,New York Stock Exchange Inc.,USD
BJ,BJS WHOLESALE CLUB HOLDINGS INC,Consumer Staples,Equity,"3,365,642.25",0.02,"3,365,642.25","34,787.00",96.75,United States,New York Stock Exchange Inc.,USD
EHC,ENCOMPASS HEALTH CORP,Health Care,Equity,"3,363,325.12",0.02,"3,363,325.12","27,019.00",124.48,United States,New York Stock Exchange Inc.,USD
CNM,CORE & MAIN INC CLASS A,Industrials,Equity,"3,363,815.55",0.02,"3,363,815.55","51,083.00",65.85,United States,New York Stock Exchange Inc.,USD
UNM,UNUM,Financials,Equity,"3,349,894.15",0.02,"3,349,894.15","45,845.00",73.07,United States,New York Stock Exchange Inc.,USD
DKS,DICKS SPORTING INC,Consumer Discretionary,Equity,"3,333,336.39",0.02,"3,333,336.39","15,013.00",222.03,United States,New York Stock Exchange Inc.,USD
U,UNITY SOFTWARE INC,Information Technology,Equity,"3,323,769.96",0.02,"3,323,769.96","82,722.00",40.18,United States,New York Stock Exchange Inc.,USD
IEX,IDEX CORP,Industrials,Equity,"3,292,089.34",0.02,"3,292,089.34","19,969.00",164.86,United States,New York Stock Exchange Inc.,USD
VTRS,VIATRIS INC,Health Care,Equity,"3,281,303.84",0.02,"3,281,303.84","317,648.00",10.33,United States,NASDAQ,USD
CLH,CLEAN HARBORS INC,Industrials,Equity,"3,282,045.57",0.02,"3,282,045.57","13,389.00",245.13,United States,New York Stock Exchange Inc.,USD
GLPI,GAMING AND LEISURE PROPERTIES REIT,Real Estate,Equity,"3,274,793.30",0.02,"3,274,793.30","67,745.00",48.34,United States,NASDAQ,USD
HST,HOST HOTELS & RESORTS REIT INC,Real Estate,Equity,"3,268,538.62",0.02,"3,268,538.62","185,818.00",17.59,United States,NASDAQ,USD
QXO,QXO INC,Industrials,Equity,"3,254,184.96",0.02,"3,254,184.96","157,664.00",20.64,United States,New York Stock Exchange Inc.,USD
OHI,OMEGA HEALTHCARE INVESTORS REIT IN,Real Estate,Equity,"3,250,599.29",0.02,"3,250,599.29","76,073.00",42.73,United States,New York Stock Exchange Inc.,USD
NDSN,NORDSON CORP,Industrials,Equity,"3,226,970.78",0.02,"3,226,970.78","14,278.00",226.01,United States,NASDAQ,USD
ROKU,ROKU INC CLASS A,Communication,Equity,"3,218,870.95",0.02,"3,218,870.95","33,133.00",97.15,United States,NASDAQ,USD
RBC,RBC BEARINGS INC,Industrials,Equity,"3,210,931.00",0.02,"3,210,931.00","8,210.00",391.1,United States,New York Stock Exchange Inc.,USD
RGLD,ROYAL GOLD INC,Materials,Equity,"3,208,217.88",0.02,"3,208,217.88","17,778.00",180.46,United States,NASDAQ,USD
JKHY,JACK HENRY AND ASSOCIATES INC,Financials,Equity,"3,204,864.13",0.02,"3,204,864.13","19,799.00",161.87,United States,NASDAQ,USD
FHN,FIRST HORIZON CORP,Financials,Equity,"3,200,422.49",0.02,"3,200,422.49","140,431.00",22.79,United States,New York Stock Exchange Inc.,USD
BAX,BAXTER INTERNATIONAL INC,Health Care,Equity,"3,187,615.14",0.02,"3,187,615.14","135,183.00",23.58,United States,New York Stock Exchange Inc.,USD
CPT,CAMDEN PROPERTY TRUST REIT,Real Estate,Equity,"3,187,722.60",0.02,"3,187,722.60","28,890.00",110.34,United States,New York Stock Exchange Inc.,USD
JBHT,JB HUNT TRANSPORT SERVICES INC,Industrials,Equity,"3,171,462.40",0.02,"3,171,462.40","21,830.00",145.28,United States,NASDAQ,USD
ENTG,ENTEGRIS INC,Information Technology,Equity,"3,152,865.60",0.02,"3,152,865.60","39,584.00",79.65,United States,NASDAQ,USD
SNX,TD SYNNEX CORP,Information Technology,Equity,"3,149,462.80",0.02,"3,149,462.80","21,109.00",149.2,United States,New York Stock Exchange Inc.,USD
BXP,BXP INC,Real Estate,Equity,"3,116,629.55",0.02,"3,116,629.55","41,395.00",75.29,United States,New York Stock Exchange Inc.,USD
ELS,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,Equity,"3,115,071.51",0.02,"3,115,071.51","51,159.00",60.89,United States,New York Stock Exchange Inc.,USD
GL,GLOBE LIFE INC,Financials,Equity,"3,108,788.10",0.02,"3,108,788.10","21,978.00",141.45,United States,New York Stock Exchange Inc.,USD
PAYC,PAYCOM SOFTWARE INC,Industrials,Equity,"3,107,529.00",0.02,"3,107,529.00","13,842.00",224.5,United States,New York Stock Exchange Inc.,USD
CRS,CARPENTER TECHNOLOGY CORP,Materials,Equity,"3,101,276.08",0.02,"3,101,276.08","12,908.00",240.26,United States,New York Stock Exchange Inc.,USD
RNR,RENAISSANCERE HOLDING LTD,Financials,Equity,"3,095,792.65",0.02,"3,095,792.65","12,655.00",244.63,United States,New York Stock Exchange Inc.,USD
POOL,POOL CORP,Consumer Discretionary,Equity,"3,083,155.40",0.02,"3,083,155.40","9,763.00",315.8,United States,NASDAQ,USD
TXRH,TEXAS ROADHOUSE INC,Consumer Discretionary,Equity,"3,065,258.26",0.02,"3,065,258.26","18,098.00",169.37,United States,NASDAQ,USD
SJM,JM SMUCKER,Consumer Staples,Equity,"3,050,368.02",0.02,"3,050,368.02","27,153.00",112.34,United States,New York Stock Exchange Inc.,USD
AKAM,AKAMAI TECHNOLOGIES INC,Information Technology,Equity,"3,040,668.48",0.02,"3,040,668.48","39,392.00",77.19,United States,NASDAQ,USD
MTZ,MASTEC INC,Industrials,Equity,"3,038,608.99",0.02,"3,038,608.99","16,649.00",182.51,United States,New York Stock Exchange Inc.,USD
AMH,AMERICAN HOMES RENT REIT CLASS A,Real Estate,Equity,"3,035,170.02",0.02,"3,035,170.02","87,671.00",34.62,United States,New York Stock Exchange Inc.,USD
SWKS,SKYWORKS SOLUTIONS INC,Information Technology,Equity,"3,030,607.92",0.02,"3,030,607.92","40,603.00",74.64,United States,NASDAQ,USD
OVV,OVINTIV INC,Energy,Equity,"3,029,328.60",0.02,"3,029,328.60","71,111.00",42.6,United States,New York Stock Exchange Inc.,USD
SWK,STANLEY BLACK & DECKER INC,Industrials,Equity,"3,023,905.66",0.02,"3,023,905.66","40,459.00",74.74,United States,New York Stock Exchange Inc.,USD
NWSA,NEWS CORP CLASS A,Communication,Equity,"3,016,142.00",0.02,"3,016,142.00","102,940.00",29.3,United States,NASDAQ,USD
EVR,EVERCORE INC CLASS A,Financials,Equity,"3,004,196.02",0.02,"3,004,196.02","9,443.00",318.14,United States,New York Stock Exchange Inc.,USD
BE,BLOOM ENERGY CLASS A CORP,Industrials,Equity,"3,004,620.29",0.02,"3,004,620.29","54,719.00",54.91,United States,New York Stock Exchange Inc.,USD
SCI,SERVICE,Consumer Discretionary,Equity,"2,987,730.27",0.02,"2,987,730.27","38,007.00",78.61,United States,New York Stock Exchange Inc.,USD
SF,STIFEL FINANCIAL CORP,Financials,Equity,"2,979,995.34",0.02,"2,979,995.34","25,754.00",115.71,United States,New York Stock Exchange Inc.,USD
ALLY,ALLY FINANCIAL INC,Financials,Equity,"2,968,555.27",0.02,"2,968,555.27","71,411.00",41.57,United States,New York Stock Exchange Inc.,USD
HAS,HASBRO INC,Consumer Discretionary,Equity,"2,964,348.00",0.02,"2,964,348.00","36,870.00",80.4,United States,NASDAQ,USD
AIZ,ASSURANT INC,Financials,Equity,"2,962,722.84",0.02,"2,962,722.84","13,684.00",216.51,United States,New York Stock Exchange Inc.,USD
LAMR,LAMAR ADVERTISING COMPANY CLAS,Real Estate,Equity,"2,960,871.30",0.02,"2,960,871.30","23,130.00",128.01,United States,NASDAQ,USD
NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD,Consumer Discretionary,Equity,"2,930,976.24",0.02,"2,930,976.24","114,536.00",25.59,United States,New York Stock Exchange Inc.,USD
OWL,BLUE OWL CAPITAL INC CLASS A,Financials,Equity,"2,916,988.30",0.02,"2,916,988.30","161,606.00",18.05,United States,New York Stock Exchange Inc.,USD
MEDP,MEDPACE HOLDINGS INC,Health Care,Equity,"2,918,157.00",0.02,"2,918,157.00","6,050.00",482.34,United States,NASDAQ,USD
WBS,WEBSTER FINANCIAL CORP,Financials,Equity,"2,915,461.12",0.02,"2,915,461.12","46,336.00",62.92,United States,New York Stock Exchange Inc.,USD
HII,HUNTINGTON INGALLS INDUSTRIES INC,Industrials,Equity,"2,896,075.46",0.02,"2,896,075.46","10,727.00",269.98,United States,New York Stock Exchange Inc.,USD
HLI,HOULIHAN LOKEY INC CLASS A,Financials,Equity,"2,883,113.46",0.02,"2,883,113.46","14,601.00",197.46,United States,New York Stock Exchange Inc.,USD
AYI,ACUITY INC,Industrials,Equity,"2,883,203.00",0.02,"2,883,203.00","8,495.00",339.4,United States,New York Stock Exchange Inc.,USD
PNW,PINNACLE WEST CORP,Utilities,Equity,"2,876,601.60",0.02,"2,876,601.60","32,220.00",89.28,United States,New York Stock Exchange Inc.,USD
PEN,PENUMBRA INC,Health Care,Equity,"2,864,892.24",0.02,"2,864,892.24","10,242.00",279.72,United States,New York Stock Exchange Inc.,USD
CCK,CROWN HOLDINGS INC,Materials,Equity,"2,861,015.89",0.02,"2,861,015.89","31,007.00",92.27,United States,New York Stock Exchange Inc.,USD
ATI,ATI INC,Industrials,Equity,"2,858,855.16",0.02,"2,858,855.16","37,051.00",77.16,United States,New York Stock Exchange Inc.,USD
BG,BUNGE GLOBAL SA,Consumer Staples,Equity,"2,859,589.11",0.02,"2,859,589.11","35,247.00",81.13,United States,New York Stock Exchange Inc.,USD
WTRG,ESSENTIAL UTILITIES INC,Utilities,Equity,"2,847,663.00",0.02,"2,847,663.00","73,017.00",39,United States,New York Stock Exchange Inc.,USD
CELH,CELSIUS HOLDINGS INC,Consumer Staples,Equity,"2,836,762.88",0.02,"2,836,762.88","46,688.00",60.76,United States,NASDAQ,USD
SOLV,SOLVENTUM CORP,Health Care,Equity,"2,837,368.38",0.02,"2,837,368.38","39,201.00",72.38,United States,New York Stock Exchange Inc.,USD
UHS,UNIVERSAL HEALTH SERVICES INC CLAS,Health Care,Equity,"2,815,094.48",0.02,"2,815,094.48","15,161.00",185.68,United States,New York Stock Exchange Inc.,USD
MLI,MUELLER INDUSTRIES INC,Industrials,Equity,"2,812,142.97",0.02,"2,812,142.97","28,881.00",97.37,United States,New York Stock Exchange Inc.,USD
RIVN,RIVIAN AUTOMOTIVE INC CLASS A,Consumer Discretionary,Equity,"2,812,856.60",0.02,"2,812,856.60","205,318.00",13.7,United States,NASDAQ,USD
AIT,APPLIED INDUSTRIAL TECHNOLOGIES IN,Industrials,Equity,"2,813,044.08",0.02,"2,813,044.08","10,498.00",267.96,United States,New York Stock Exchange Inc.,USD
BMRN,BIOMARIN PHARMACEUTICAL INC,Health Care,Equity,"2,807,990.00",0.02,"2,807,990.00","49,480.00",56.75,United States,NASDAQ,USD
WCC,WESCO INTERNATIONAL INC,Industrials,Equity,"2,771,770.41",0.02,"2,771,770.41","12,693.00",218.37,United States,New York Stock Exchange Inc.,USD
DTM,DT MIDSTREAM INC,Energy,Equity,"2,772,338.40",0.02,"2,772,338.40","26,328.00",105.3,United States,New York Stock Exchange Inc.,USD
CACI,CACI INTERNATIONAL INC CLASS A,Industrials,Equity,"2,769,341.90",0.02,"2,769,341.90","6,019.00",460.1,United States,New York Stock Exchange Inc.,USD
GNRC,GENERAC HOLDINGS INC,Industrials,Equity,"2,748,782.86",0.02,"2,748,782.86","15,427.00",178.18,United States,New York Stock Exchange Inc.,USD
KTOS,KRATOS DEFENSE AND SECURITY SOLUTI,Industrials,Equity,"2,745,053.12",0.02,"2,745,053.12","43,168.00",63.59,United States,NASDAQ,USD
WMS,ADVANCED DRAINAGE SYSTEMS INC,Industrials,Equity,"2,738,436.54",0.02,"2,738,436.54","19,009.00",144.06,United States,New York Stock Exchange Inc.,USD
SSB,SOUTHSTATE BANK CORP,Financials,Equity,"2,732,684.50",0.02,"2,732,684.50","26,390.00",103.55,United States,New York Stock Exchange Inc.,USD
WYNN,WYNN RESORTS LTD,Consumer Discretionary,Equity,"2,718,941.25",0.02,"2,718,941.25","22,125.00",122.89,United States,NASDAQ,USD
RVTY,REVVITY INC,Health Care,Equity,"2,712,405.00",0.02,"2,712,405.00","31,650.00",85.7,United States,New York Stock Exchange Inc.,USD
ARMK,ARAMARK,Consumer Discretionary,Equity,"2,712,949.96",0.02,"2,712,949.96","69,314.00",39.14,United States,New York Stock Exchange Inc.,USD
DAY,DAYFORCE INC,Industrials,Equity,"2,700,765.60",0.02,"2,700,765.60","38,832.00",69.55,United States,New York Stock Exchange Inc.,USD
MOS,MOSAIC,Materials,Equity,"2,696,467.06",0.02,"2,696,467.06","82,663.00",32.62,United States,New York Stock Exchange Inc.,USD
ONON,ON HOLDING AG CLASS A,Consumer Discretionary,Equity,"2,687,247.75",0.02,"2,687,247.75","58,355.00",46.05,United States,New York Stock Exchange Inc.,USD
QGEN,QIAGEN NV,Health Care,Equity,"2,686,313.28",0.02,"2,686,313.28","57,107.00",47.04,Germany,New York Stock Exchange Inc.,USD
DUOL,DUOLINGO INC CLASS A,Consumer Discretionary,Equity,"2,677,914.00",0.02,"2,677,914.00","9,820.00",272.7,United States,NASDAQ,USD
EXEL,EXELIXIS INC,Health Care,Equity,"2,671,249.56",0.02,"2,671,249.56","71,462.00",37.38,United States,NASDAQ,USD
IPG,INTERPUBLIC GROUP OF COMPANIES INC,Communication,Equity,"2,654,422.32",0.02,"2,654,422.32","98,898.00",26.84,United States,New York Stock Exchange Inc.,USD
REXR,REXFORD INDUSTRIAL REALTY REIT INC,Real Estate,Equity,"2,641,824.48",0.02,"2,641,824.48","62,781.00",42.08,United States,New York Stock Exchange Inc.,USD
KNSL,KINSALE CAPITAL GROUP INC,Financials,Equity,"2,641,953.37",0.02,"2,641,953.37","5,747.00",459.71,United States,New York Stock Exchange Inc.,USD
LITE,LUMENTUM HOLDINGS INC,Information Technology,Equity,"2,637,539.26",0.02,"2,637,539.26","18,586.00",141.91,United States,NASDAQ,USD
JEF,JEFFERIES FINANCIAL GROUP INC,Financials,Equity,"2,635,248.17",0.02,"2,635,248.17","40,561.00",64.97,United States,New York Stock Exchange Inc.,USD
CNH,CNH INDUSTRIAL N.V. NV,Industrials,Equity,"2,629,567.36",0.02,"2,629,567.36","231,476.00",11.36,United States,New York Stock Exchange Inc.,USD
NXT,NEXTRACKER INC CLASS A,Industrials,Equity,"2,624,493.15",0.02,"2,624,493.15","38,119.00",68.85,United States,NASDAQ,USD
IONQ,IONQ INC,Information Technology,Equity,"2,618,989.34",0.02,"2,618,989.34","62,194.00",42.11,United States,New York Stock Exchange Inc.,USD
DCI,DONALDSON INC,Industrials,Equity,"2,613,055.44",0.02,"2,613,055.44","32,412.00",80.62,United States,New York Stock Exchange Inc.,USD
DOX,AMDOCS LTD,Information Technology,Equity,"2,578,015.80",0.02,"2,578,015.80","30,473.00",84.6,United States,NASDAQ,USD
MSFUT,CASH COLLATERAL MSFUT USD,Cash and/or Derivatives,Cash Collateral and Margins,"2,566,459.03",0.02,"2,566,459.03","2,566,459.00",100,United States,--,USD
ENSG,ENSIGN GROUP INC,Health Care,Equity,"2,567,147.00",0.02,"2,567,147.00","14,839.00",173,United States,NASDAQ,USD
NYT,NEW YORK TIMES CLASS A,Communication,Equity,"2,567,188.68",0.02,"2,567,188.68","43,372.00",59.19,United States,New York Stock Exchange Inc.,USD
ORI,OLD REPUBLIC INTERNATIONAL CORP,Financials,Equity,"2,561,550.60",0.02,"2,561,550.60","62,340.00",41.09,United States,New York Stock Exchange Inc.,USD
WAL,WESTERN ALLIANCE,Financials,Equity,"2,562,726.38",0.02,"2,562,726.38","28,057.00",91.34,United States,New York Stock Exchange Inc.,USD
AGNC,AGNC INVESTMENT REIT CORP,Financials,Equity,"2,560,200.00",0.02,"2,560,200.00","251,000.00",10.2,United States,NASDAQ,USD
MTCH,MATCH GROUP INC,Communication,Equity,"2,559,158.55",0.02,"2,559,158.55","68,445.00",37.39,United States,NASDAQ,USD
IOT,SAMSARA INC CLASS A,Information Technology,Equity,"2,547,148.80",0.02,"2,547,148.80","71,070.00",35.84,United States,New York Stock Exchange Inc.,USD
RRX,REGAL REXNORD CORP,Industrials,Equity,"2,538,985.02",0.02,"2,538,985.02","17,238.00",147.29,United States,New York Stock Exchange Inc.,USD
PR,PERMIAN RESOURCES CORP CLASS A,Energy,Equity,"2,535,120.30",0.02,"2,535,120.30","176,910.00",14.33,United States,New York Stock Exchange Inc.,USD
TTEK,TETRA TECH INC,Industrials,Equity,"2,519,521.64",0.02,"2,519,521.64","70,654.00",35.66,United States,NASDAQ,USD
CMA,COMERICA INC,Financials,Equity,"2,518,796.20",0.02,"2,518,796.20","35,677.00",70.6,United States,New York Stock Exchange Inc.,USD
EPAM,EPAM SYSTEMS INC,Information Technology,Equity,"2,496,640.77",0.01,"2,496,640.77","14,853.00",168.09,United States,New York Stock Exchange Inc.,USD
BWA,BORGWARNER INC,Consumer Discretionary,Equity,"2,495,635.05",0.01,"2,495,635.05","56,913.00",43.85,United States,New York Stock Exchange Inc.,USD
CR,CRANE,Industrials,Equity,"2,493,717.57",0.01,"2,493,717.57","13,473.00",185.09,United States,New York Stock Exchange Inc.,USD
AR,ANTERO RESOURCES CORP,Energy,Equity,"2,486,344.00",0.01,"2,486,344.00","76,550.00",32.48,United States,New York Stock Exchange Inc.,USD
KMX,CARMAX INC,Consumer Discretionary,Equity,"2,482,432.55",0.01,"2,482,432.55","40,729.00",60.95,United States,New York Stock Exchange Inc.,USD
OSK,OSHKOSH CORP,Industrials,Equity,"2,469,658.24",0.01,"2,469,658.24","17,752.00",139.12,United States,New York Stock Exchange Inc.,USD
SN,SHARKNINJA INC,Consumer Discretionary,Equity,"2,466,948.22",0.01,"2,466,948.22","20,351.00",121.22,United States,New York Stock Exchange Inc.,USD
IONS,IONIS PHARMACEUTICALS INC,Health Care,Equity,"2,467,298.20",0.01,"2,467,298.20","41,572.00",59.35,United States,NASDAQ,USD
EXAS,EXACT SCIENCES CORP,Health Care,Equity,"2,465,520.78",0.01,"2,465,520.78","47,958.00",51.41,United States,NASDAQ,USD
AFG,AMERICAN FINANCIAL GROUP INC,Financials,Equity,"2,446,495.20",0.01,"2,446,495.20","17,515.00",139.68,United States,New York Stock Exchange Inc.,USD
ALGN,ALIGN TECHNOLOGY INC,Health Care,Equity,"2,445,882.60",0.01,"2,445,882.60","18,158.00",134.7,United States,NASDAQ,USD
SATS,ECHOSTAR CORP CLASS A,Communication,Equity,"2,445,934.14",0.01,"2,445,934.14","36,387.00",67.22,United States,NASDAQ,USD
DOCS,DOXIMITY INC CLASS A,Health Care,Equity,"2,436,982.32",0.01,"2,436,982.32","35,566.00",68.52,United States,New York Stock Exchange Inc.,USD
ALB,ALBEMARLE CORP,Materials,Equity,"2,434,619.51",0.01,"2,434,619.51","30,713.00",79.27,United States,New York Stock Exchange Inc.,USD
GME,GAMESTOP CORP CLASS A,Consumer Discretionary,Equity,"2,428,263.50",0.01,"2,428,263.50","108,550.00",22.37,United States,New York Stock Exchange Inc.,USD
MOH,MOLINA HEALTHCARE INC,Health Care,Equity,"2,426,810.98",0.01,"2,426,810.98","14,206.00",170.83,United States,New York Stock Exchange Inc.,USD
